01,上海,10261.554655870445
01,云南,10161.120936280884
01,内蒙古,10320.229454599496
01,北京,10290.109311740891
01,吉林,10289.928696412948
01,四川,10190.080576415668
01,天津,10287.953703703704
01,宁夏,10285.786516853932
01,安徽,10263.34373088685
01,山东,10282.660037125432
01,山西,10292.32138172278
01,广东,10197.972482113373
01,广西,10198.060312104597
01,新疆,10306.477836879432
01,江苏,10271.613164556962
01,江西,10239.409290096406
01,河北,10298.407770515614
01,河南,10276.38254665203
01,浙江,10250.206492335437
01,海南,10165.62461851475
01,湖北,10263.34430992736
01,湖南,10251.023768366465
01,澳门,10190.75918367347
01,甘肃,10276.56230144723
01,福建,10220.356932153392
01,西藏,10217.460851648351
01,贵州,10212.334486166008
01,辽宁,10283.727619047619
01,重庆,10232.696883852692
01,陕西,10269.514084507042
01,青海,10288.231028667791
01,香港,10188.59595959596
01,黑龙江,10270.453171562367
02,上海,10277.144144144144
02,云南,10154.833139534883
02,内蒙古,10319.032167136462
02,北京,10287.84090909091
02,吉林,10267.90900243309
02,四川,10174.816193053675
02,天津,10287.422680412372
02,宁夏,10296.810344827587
02,安徽,10275.730690362268
02,山东,10286.158360365675
02,山西,10298.578254509996
02,广东,10208.750458715596
02,广西,10213.610876699484
02,新疆,10313.896100691018
02,江苏,10284.215384615385
02,江西,10255.711822660098
02,河北,10297.897792313983
02,河南,10279.561852528946
02,浙江,10265.57329317269
02,海南,10172.820541760722
02,湖北,10272.32685035116
02,湖南,10266.171014492753
02,澳门,10198.107981220657
02,甘肃,10289.011027963765
02,福建,10232.187294117646
02,西藏,10170.891768292682
02,贵州,10231.683195592286
02,辽宁,10274.883881230116
02,重庆,10246.3738170347
02,陕西,10276.573885848318
02,青海,10249.061616527728
02,香港,10195.461997019374
02,黑龙江,10237.233972084221
03,上海,10180.439516129032
03,云南,10095.54677377559
03,内蒙古,10180.401454437519
03,北京,10184.274193548386
03,吉林,10177.575174825175
03,四川,10095.5871929118
03,天津,10183.792626728111
03,宁夏,10152.383426966293
03,安徽,10170.036652412951
03,山东,10184.650251522373
03,山西,10176.697471665213
03,广东,10141.575165198237
03,广西,10128.706672261855
03,新疆,10187.267742648684
03,江苏,10181.857503789794
03,江西,10156.26033421284
03,河北,10186.78382299601
03,河南,10173.764352104976
03,浙江,10176.84677782785
03,海南,10121.110659898477
03,湖北,10164.812984496124
03,湖南,10157.615716753022
03,澳门,10142.127572016461
03,甘肃,10160.389396067416
03,福建,10156.675116180819
03,西藏,10119.601483479433
03,贵州,10120.467385973516
03,辽宁,10181.88330170778
03,重庆,10134.637517630465
03,陕西,10160.226507713885
03,青海,10142.066231647634
03,香港,10140.409308692677
03,黑龙江,10148.625159371015
04,上海,10167.388888888889
04,云南,10111.493495709936
04,内蒙古,10145.31904240338
04,北京,10149.517094017094
04,台湾,10095.0
04,吉林,10141.29981634527
04,四川,10117.992481203008
04,天津,10154.043062200957
04,宁夏,10154.703101920237
04,安徽,10160.110814419226
04,山东,10165.545924225029
04,山西,10157.96880819367
04,广东,10141.283511269276
04,广西,10131.87696452627
04,新疆,10156.152637749121
04,江苏,10167.245098039215
04,江西,10153.317757009347
04,河北,10154.378574151735
04,河南,10155.00920598389
04,浙江,10167.441274369949
04,海南,10119.98731501057
04,湖北,10154.950935761255
04,湖南,10154.511904761905
04,澳门,10139.778761061947
04,甘肃,10163.371847948814
04,福建,10153.599644917887
04,西藏,10074.993557623478
04,贵州,10138.341884816755
04,辽宁,10151.566801619434
04,重庆,10142.408223201175
04,陕西,10157.361252731245
04,青海,10141.270062805304
04,香港,10139.964912280702
04,黑龙江,10103.129704301075
05,上海,10130.40322580645
05,云南,10068.049331103679
05,内蒙古,10087.969387755102
05,北京,10091.842741935483
05,吉林,10087.78612716763
05,四川,10065.719860475256
05,天津,10097.695652173914
05,宁夏,10086.896600566572
05,安徽,10119.705040871935
05,山东,10114.046232876712
05,山西,10110.590579710144
05,广东,10099.749076442171
05,广西,10093.08438628159
05,新疆,10070.620721341604
05,江苏,10124.439312567132
05,江西,10115.206650831355
05,河北,10098.984621017942
05,河南,10112.882842865074
05,浙江,10131.494572911752
05,海南,10080.258726899385
05,湖北,10117.932711198428
05,湖南,10118.226363636364
05,澳门,10098.827868852459
05,甘肃,10096.395818048422
05,福建,10117.712432915921
05,西藏,9992.687631027253
05,贵州,10104.200636942674
05,辽宁,10095.869543650793
05,重庆,10105.122681883024
05,陕西,10108.347672778562
05,青海,10059.00281888654
05,香港,10097.168308702792
05,黑龙江,10057.214648135892
06,上海,10053.703389830509
06,云南,10035.834512022631
06,内蒙古,10025.393521488133
06,北京,10026.885106382979
06,吉林,10055.98980064905
06,四川,10010.086527684376
06,天津,10026.090452261307
06,宁夏,10007.22074074074
06,安徽,10033.693076374018
06,山东,10035.204142011835
06,山西,10022.18672985782
06,广东,10060.061398354877
06,广西,10037.10675990676
06,新疆,10030.21220791607
06,江苏,10041.531975099038
06,江西,10048.801673228347
06,河北,10029.266947529683
06,河南,10018.600576368875
06,浙江,10062.416296296296
06,海南,10049.028938906753
06,湖北,10026.592516658124
06,湖南,10036.535596416785
06,澳门,10064.138528138528
06,甘肃,10025.831204026326
06,福建,10065.839409321643
06,西藏,9940.538132573058
06,贵州,10031.977443609023
06,辽宁,10045.898974358974
06,重庆,10023.253333333334
06,陕西,10021.538235294118
06,青海,10008.03245805981
06,香港,10064.08481764207
06,黑龙江,10048.655307391204
07,上海,10042.696721311475
07,云南,10038.318119329117
07,内蒙古,10025.498313400798
07,北京,10035.565573770491
07,吉林,10055.872791519434
07,四川,10004.667315175097
07,天津,10036.11374407583
07,宁夏,10008.014245014245
07,安徽,10036.212141882674
07,山东,10042.01045493077
07,山西,10041.156079854809
07,广东,10057.401861252116
07,广西,10043.347845601436
07,新疆,10014.977376599634
07,江苏,10037.725190839694
07,江西,10045.154242850445
07,河北,10039.77966728281
07,河南,10030.907028223575
07,浙江,10049.160806375996
07,海南,10048.374743326489
07,湖北,10027.208456243854
07,湖南,10038.009070294785
07,澳门,10062.873362445414
07,甘肃,10018.813703703703
07,福建,10058.030782761654
07,西藏,9945.675207756232
07,贵州,10031.950181629476
07,辽宁,10046.240058910162
07,重庆,10012.683168316831
07,陕西,10026.823613086772
07,青海,10001.414882414883
07,香港,10060.266198282592
07,黑龙江,10050.784439056646
08,上海,10068.253112033195
08,云南,10044.564381270902
08,内蒙古,10061.181432610745
08,北京,10063.512396694216
08,吉林,10066.93309859155
08,四川,9997.84606816663
08,天津,10064.504672897196
08,宁夏,10039.319027181687
08,安徽,10063.911049339818
08,山东,10068.491238149956
08,山西,10068.749544626593
08,广东,10069.189482709346
08,广西,10054.024720149253
08,新疆,10065.737476808905
08,江苏,10065.981848184818
08,江西,10064.995138551289
08,河北,10067.502392344497
08,河南,10058.329254727474
08,浙江,10073.485714285714
08,海南,10053.197505197506
08,湖北,10049.630272952854
08,湖南,10056.565596330276
08,澳门,10068.405063291139
08,甘肃,10044.383751403968
08,福建,10075.559465478842
08,西藏,9940.431578947368
08,贵州,10046.006907545165
08,辽宁,10065.236842105263
08,重庆,10020.451289398281
08,陕西,10045.667621776503
08,青海,9971.971056439943
08,香港,10068.239253852393
08,黑龙江,10036.27290880852
09,上海,10116.056034482759
09,云南,10091.84766869389
09,内蒙古,10127.573017170891
09,北京,10133.87982832618
09,台湾,10004.0
09,吉林,10143.437704153057
09,四川,10101.930883032825
09,天津,10135.853535353535
09,宁夏,10127.929640718563
09,安徽,10130.796047988708
09,山东,10140.535368802903
09,山西,10153.60905151661
09,广东,10088.861791044776
09,广西,10091.716196846632
09,新疆,10111.177027683341
09,江苏,10130.068493150686
09,江西,10107.834010152284
09,河北,10140.482142857143
09,河南,10134.922222222222
09,浙江,10106.422731804587
09,海南,10079.176216216216
09,湖北,10131.906797116375
09,湖南,10118.270723526593
09,澳门,10088.021459227468
09,甘肃,10132.510124610591
09,福建,10093.837016574586
09,西藏,10019.954445260837
09,贵州,10114.741988950276
09,辽宁,10138.75590551181
09,重庆,10120.875
09,陕西,10146.282300224048
09,青海,10104.720789074356
09,香港,10087.758378799688
09,黑龙江,10117.732620320856
10,上海,10222.694560669455
10,云南,10146.292200557104
10,内蒙古,10244.757030015799
10,北京,10238.58158995816
10,吉林,10235.926484018264
10,四川,10157.573730684328
10,天津,10239.879807692309
10,宁夏,10230.828238719068
10,安徽,10226.108333333334
10,山东,10241.275029103608
10,山西,10249.98137802607
10,广东,10152.819653179191
10,广西,10159.706426259825
10,新疆,10239.767261625177
10,江苏,10232.516611295681
10,江西,10194.565260058882
10,河北,10244.842344045368
10,河南,10232.811744386874
10,浙江,10210.879210779596
10,海南,10132.052687038988
10,湖北,10222.04797979798
10,湖南,10207.614418604651
10,澳门,10145.995815899581
10,甘肃,10236.021804511278
10,福建,10176.688502673796
10,西藏,10115.715492957746
10,贵州,10188.220518244316
10,辽宁,10234.706896551725
10,重庆,10197.354744525548
10,陕西,10236.79312865497
10,青海,10186.950091074681
10,香港,10144.518978605935
10,黑龙江,10210.779810298103
11,上海,10209.438356164384
11,云南,10148.908461306835
11,内蒙古,10248.846339779006
11,北京,10232.324200913243
11,吉林,10228.672353236327
11,四川,10159.865286236298
11,天津,10232.748691099476
11,宁夏,10245.813397129186
11,安徽,10211.776218611521
11,山东,10228.236501420903
11,山西,10244.03656678517
11,广东,10157.461055276382
11,广西,10151.730883813307
11,新疆,10271.411900487305
11,江苏,10217.856803327391
11,江西,10188.178703215604
11,河北,10241.7421875
11,河南,10221.055487053021
11,浙江,10202.91065830721
11,海南,10133.568493150686
11,湖北,10207.414620840153
11,湖南,10191.9325
11,澳门,10151.35864978903
11,甘肃,10244.147191471915
11,福建,10179.76151236064
11,西藏,10180.301337529505
11,贵州,10159.346681922198
11,辽宁,10227.026402640264
11,重庆,10176.3184
11,陕西,10228.260557768925
11,青海,10227.522865236746
11,香港,10149.04592186429
11,黑龙江,10198.667566241413
12,上海,10278.69105691057
12,云南,10177.426803013994
12,内蒙古,10325.455188316679
12,北京,10292.121457489879
12,吉林,10263.858980044346
12,四川,10217.600895856664
12,天津,10293.716279069768
12,宁夏,10340.66149506347
12,安徽,10289.214285714286
12,山东,10289.503240349393
12,山西,10324.48856358646
12,广东,10219.630094919039
12,广西,10226.860485651214
12,新疆,10401.051992670637
12,江苏,10288.09488272921
12,江西,10272.152407667134
12,河北,10305.640408460977
12,河南,10293.632506887052
12,浙江,10270.303579730358
12,海南,10186.14923857868
12,湖北,10289.758754863813
12,湖南,10281.07908847185
12,澳门,10206.974789915967
12,甘肃,10336.996702088678
12,福建,10241.3073611709
12,西藏,10193.885507246378
12,贵州,10252.507439712674
12,辽宁,10272.377756001959
12,重庆,10266.591428571428
12,陕西,10310.533898305084
12,青海,10300.538432835821
12,香港,10204.039811066126
12,黑龙江,10213.993668122272
