2000,上海,1,50.24034334763950
2000,上海,2,46.61797752808990
2000,上海,3,111.1167192429020
2000,上海,4,164.41285403050100
2000,上海,5,216.26255230125500
2000,上海,6,251.70581896551700
2000,上海,7,294.0010395010400
2000,上海,8,284.37122002085500
2000,上海,9,242.89596602972400
2000,上海,10,197.66525423728800
2000,上海,11,128.8922902494330
2000,上海,12,88.87796976241900
2000,云南,1,96.02371448696880
2000,云南,2,110.0919940328200
2000,云南,3,139.73550046772700
2000,云南,4,178.0329027540820
2000,云南,5,190.33595012699100
2000,云南,6,206.99809523809500
2000,云南,7,211.31494413407800
2000,云南,8,209.7710843373490
2000,云南,9,194.0567769992750
2000,云南,10,176.49860400186100
2000,云南,11,129.5465884079240
2000,云南,12,107.61064621106500
2000,内蒙古,1,-192.17837516708700
2000,内蒙古,2,-136.22876647086800
2000,内蒙古,3,-22.368812249145200
2000,内蒙古,4,61.64249921703730
2000,内蒙古,5,152.6383455278480
2000,内蒙古,6,209.62974390620200
2000,内蒙古,7,239.91827860248900
2000,内蒙古,8,204.77973836324900
2000,内蒙古,9,149.92769398227300
2000,内蒙古,10,38.510457125784300
2000,内蒙古,11,-82.24891101431240
2000,内蒙古,12,-135.8164725691030
2000,北京,1,-69.17768595041320
2000,北京,2,-16.172714078374500
2000,北京,3,79.56521739130430
2000,北京,4,146.3582510578280
2000,北京,5,206.04194857916100
2000,北京,6,266.70168067226900
2000,北京,7,293.4619565217390
2000,北京,8,253.6935704514360
2000,北京,9,214.1972027972030
2000,北京,10,122.0
2000,北京,11,28.101744186046500
2000,北京,12,-11.656121045392000
2000,台湾,1,179.8542494042890
2000,台湾,2,177.79990239141000
2000,台湾,3,198.6118059029520
2000,台湾,4,230.20585874799400
2000,台湾,5,256.5895354082090
2000,台湾,6,283.67930391547500
2000,台湾,7,287.08599916909000
2000,台湾,8,280.57847533632300
2000,台湾,9,270.3890909090910
2000,台湾,10,262.56561328334200
2000,台湾,11,230.98617886178900
2000,台湾,12,205.7305389221560
2000,吉林,1,-175.75823259691500
2000,吉林,2,-125.37733333333300
2000,吉林,3,-7.762559038213830
2000,吉林,4,69.02503477051460
2000,吉林,5,158.8455105633800
2000,吉林,6,217.6835094166280
2000,吉林,7,241.02934637616700
2000,吉林,8,231.20664869721500
2000,吉林,9,163.9232889297200
2000,吉林,10,61.890459363957600
2000,吉林,11,-54.71988924780800
2000,吉林,12,-143.56236227413000
2000,四川,1,3.503476749239460
2000,四川,2,20.700756707177300
2000,四川,3,64.1375193455671
2000,四川,4,100.92309468822200
2000,四川,5,146.36708581513300
2000,四川,6,168.62802373345500
2000,四川,7,186.09256786826900
2000,四川,8,171.73031938821400
2000,四川,9,145.3262105023870
2000,四川,10,111.84125580367000
2000,四川,11,52.250863060989600
2000,四川,12,15.7037527593819
2000,天津,1,-64.15463917525770
2000,天津,2,-15.305194805194800
2000,天津,3,78.23336853220700
2000,天津,4,151.94425863991100
2000,天津,5,204.61920172599800
2000,天津,6,265.2067039106150
2000,天津,7,289.80085653104900
2000,天津,8,263.6098104793760
2000,天津,9,225.21269487750600
2000,天津,10,133.67808219178100
2000,天津,11,41.720588235294100
2000,天津,12,-2.360178970917230
2000,宁夏,1,-80.40086206896550
2000,宁夏,2,-36.78549848942600
2000,宁夏,3,48.686609686609700
2000,宁夏,4,115.17507418397600
2000,宁夏,5,196.2722143864600
2000,宁夏,6,210.1288888888890
2000,宁夏,7,257.6842105263160
2000,宁夏,8,220.7634252539910
2000,宁夏,9,172.25588235294100
2000,宁夏,10,95.11614730878190
2000,宁夏,11,8.375370919881310
2000,宁夏,12,-20.33049645390070
2000,安徽,1,5.2892131318395000
2000,安徽,2,32.560197910940100
2000,安徽,3,107.77169481654000
2000,安徽,4,162.33921815889000
2000,安徽,5,217.75811390079600
2000,安徽,6,242.626269035533
2000,安徽,7,275.2427063935440
2000,安徽,8,260.676710608914
2000,安徽,9,217.39312977099200
2000,安徽,10,158.438195302843
2000,安徽,11,82.78981302385560
2000,安徽,12,59.67364225211760
2000,山东,1,-29.09825065899830
2000,山东,2,-2.748467824310520
2000,山东,3,80.78879415347140
2000,山东,4,137.21157371039500
2000,山东,5,184.13840830449800
2000,山东,6,239.44239750908100
2000,山东,7,267.55179383527000
2000,山东,8,256.71247142494300
2000,山东,9,216.37024579560200
2000,山东,10,144.26569927445600
2000,山东,11,62.69788918205810
2000,山东,12,25.012610340479200
2000,山西,1,-83.06177868295990
2000,山西,2,-28.710421925712200
2000,山西,3,58.46137566137570
2000,山西,4,117.66603559257900
2000,山西,5,195.0286231884060
2000,山西,6,218.02285714285700
2000,山西,7,243.81172161172200
2000,山西,8,216.22906676503100
2000,山西,9,169.70953101361600
2000,山西,10,94.38506163886880
2000,山西,11,8.98623326959847
2000,山西,12,-21.975128017556700
2000,广东,1,147.75159010600700
2000,广东,2,139.1855574167130
2000,广东,3,188.0744722439410
2000,广东,4,224.5707347972970
2000,广东,5,260.44701583434800
2000,广东,6,281.72104712041900
2000,广东,7,289.7749235474010
2000,广东,8,284.8660326648750
2000,广东,9,270.8837894736840
2000,广东,10,249.59717386852300
2000,广东,11,191.75697900887300
2000,广东,12,167.37980376124300
2000,广西,1,130.30598183526500
2000,广西,2,112.74328749181400
2000,广西,3,170.88853615520300
2000,广西,4,220.15903067020100
2000,广西,5,254.25502606105700
2000,广西,6,273.02579899884500
2000,广西,7,287.87943262411300
2000,广西,8,285.5339658444020
2000,广西,9,264.7983651226160
2000,广西,10,226.98023862789000
2000,广西,11,172.46205007824700
